No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter 
17079,1273.498603,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=285852 Ack=9777174 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17080,1273.508077,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9777174 Ack=285852 Win=3665 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17081,1273.53204,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=203429 Ack=669769 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17082,1273.711035,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=285852 Ack=9778534 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17083,1274.074611,202.70.54.17,172.20.10.7,TCP,701,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=9783974 Ack=285852 Win=3665 Len=647 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
17084,1274.07473,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17082#1] 49478  >  80 [ACK] Seq=285852 Ack=9778534 Win=260 Len=0 SLE=9783974 SRE=9784621,,,,,,,,,,,,,,,,,,,
17085,1274.120369,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9778534 Ack=285852 Win=3665 Len=1360,,,,,,,,,,,,,,,,,,,
17086,1274.120502,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=285852 Ack=9779894 Win=260 Len=0 SLE=9783974 SRE=9784621,,,,,,,,,,,,,,,,,,,
17087,1274.161449,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9781254 Ack=285852 Win=3665 Len=1360,,,,,,,,,,,,,,,,,,,
17088,1274.161573,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 17086#1] 49478  >  80 [ACK] Seq=285852 Ack=9779894 Win=260 Len=0 SLE=9781254 SRE=9782614 SLE=9783974 SRE=9784621,,,,,,,,,,,,,,,,,,,
17089,1274.163325,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9779894 Ack=285852 Win=3665 Len=1360,,,,,,,,,,,,,,,,,,,
17090,1274.163391,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=285852 Ack=9782614 Win=260 Len=0 SLE=9783974 SRE=9784621,,,,,,,,,,,,,,,,,,,
17091,1274.165121,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9782614 Ack=285852 Win=3665 Len=1360,,,,,,,,,,,,,,,,,,,
17092,1274.165266,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=285852 Ack=9784621 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17093,1274.16919,172.20.10.7,74.125.130.138,HTTP,369,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17094,1274.222315,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
17095,1274.223256,172.20.10.7,202.70.54.17,HTTP,496,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601832372&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17096,1274.432072,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=203744 Ack=670801 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
17098,1274.523078,172.20.10.7,202.70.54.17,TCP,496,"[TCP Retransmission] 49478  >  80 [PSH, ACK] Seq=285852 Ack=9784621 Win=260 Len=442",,,,,,,,,,,,,,,,,,,
17099,1274.578373,202.70.54.17,172.20.10.7,TCP,66,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9795228 Ack=286294 Win=3669 Len=0 SLE=285852 SRE=286294,,,,,,,,,,,,,,,,,,,
17100,1274.598233,202.70.54.17,172.20.10.7,TCP,1141,"[TCP Retransmission] 80  >  49478 [PSH, ACK] Seq=9794141 Ack=286294 Win=3669 Len=1087",,,,,,,,,,,,,,,,,,,
17101,1274.598352,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17092#1] 49478  >  80 [ACK] Seq=286294 Ack=9784621 Win=260 Len=0 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17102,1274.641376,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9784621 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17103,1274.641506,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286294 Ack=9785981 Win=260 Len=0 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17104,1274.680336,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9785981 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17105,1274.680462,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286294 Ack=9787341 Win=260 Len=0 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17106,1275.318566,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9787341 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17107,1275.318697,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286294 Ack=9788701 Win=260 Len=0 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17108,1275.367985,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9788701 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17109,1275.368114,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286294 Ack=9790061 Win=260 Len=0 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17110,1275.369647,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9791421 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17111,1275.369771,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 17109#1] 49478  >  80 [ACK] Seq=286294 Ack=9790061 Win=260 Len=0 SLE=9791421 SRE=9792781 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17112,1275.370027,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9790061 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17113,1275.370085,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286294 Ack=9792781 Win=260 Len=0 SLE=9794141 SRE=9795228,,,,,,,,,,,,,,,,,,,
17114,1276.534762,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9792781 Ack=286294 Win=3669 Len=1360,,,,,,,,,,,,,,,,,,,
17115,1276.534918,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=286294 Ack=9795228 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17117,1277.539521,172.20.10.7,74.125.130.138,HTTP,369,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17118,1277.659005,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
17119,1277.662947,172.20.10.7,202.70.54.17,HTTP,496,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601832372&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17120,1277.707822,202.70.54.17,172.20.10.7,TCP,54,80  >  49478 [ACK] Seq=9795228 Ack=286736 Win=3673 Len=0,,,,,,,,,,,,,,,,,,,
17121,1277.711255,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9796588 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17122,1277.711375,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17115#1] 49478  >  80 [ACK] Seq=286736 Ack=9795228 Win=260 Len=0 SLE=9796588 SRE=9797948,,,,,,,,,,,,,,,,,,,
17123,1277.712929,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9799308 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17124,1277.713049,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 17115#2] 49478  >  80 [ACK] Seq=286736 Ack=9795228 Win=260 Len=0 SLE=9799308 SRE=9800668 SLE=9796588 SRE=9797948,,,,,,,,,,,,,,,,,,,
17125,1277.715628,202.70.54.17,172.20.10.7,TCP,1414,[TCP Out-Of-Order] 80  >  49478 [ACK] Seq=9797948 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17126,1277.71574,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17115#3] 49478  >  80 [ACK] Seq=286736 Ack=9795228 Win=260 Len=0 SLE=9796588 SRE=9800668,,,,,,,,,,,,,,,,,,,
17127,1277.718675,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9802028 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17128,1277.718799,172.20.10.7,202.70.54.17,TCP,74,[TCP Dup ACK 17115#4] 49478  >  80 [ACK] Seq=286736 Ack=9795228 Win=260 Len=0 SLE=9802028 SRE=9803388 SLE=9796588 SRE=9800668,,,,,,,,,,,,,,,,,,,
17129,1277.731902,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9800668 Ack=286736 Win=3673 Len=1360,,,,,,,,,,,,,,,,,,,
17130,1277.732024,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17115#5] 49478  >  80 [ACK] Seq=286736 Ack=9795228 Win=260 Len=0 SLE=9796588 SRE=9803388,,,,,,,,,,,,,,,,,,,
17131,1277.737654,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=9795228 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17132,1277.737796,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=286736 Ack=9803388 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17133,1277.748766,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9804748 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17134,1277.748889,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17132#1] 49478  >  80 [ACK] Seq=286736 Ack=9803388 Win=260 Len=0 SLE=9804748 SRE=9806108,,,,,,,,,,,,,,,,,,,
17135,1277.760664,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9803388 Ack=286736 Win=3673 Len=1360,,,,,,,,,,,,,,,,,,,
17136,1277.760798,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=286736 Ack=9806108 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17137,1277.765145,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9806108 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17138,1277.77882,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9808828 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17139,1277.778916,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286736 Ack=9807468 Win=260 Len=0 SLE=9808828 SRE=9810188,,,,,,,,,,,,,,,,,,,
17140,1277.786694,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9810188 Ack=286736 Win=3673 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17141,1277.786828,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17139#1] 49478  >  80 [ACK] Seq=286736 Ack=9807468 Win=260 Len=0 SLE=9808828 SRE=9811548,,,,,,,,,,,,,,,,,,,
17142,1277.792726,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9807468 Ack=286736 Win=3673 Len=1360,,,,,,,,,,,,,,,,,,,
17143,1277.792829,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=286736 Ack=9811548 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17144,1277.803712,202.70.54.17,172.20.10.7,TCP,1289,"[TCP Previous segment not captured] 80  >  49478 [PSH, ACK] Seq=9815628 Ack=286736 Win=3673 Len=1235 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
17145,1277.803834,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17143#1] 49478  >  80 [ACK] Seq=286736 Ack=9811548 Win=260 Len=0 SLE=9815628 SRE=9816863,,,,,,,,,,,,,,,,,,,
17146,1277.859216,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=204059 Ack=671833 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17147,1278.457863,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9811548 Ack=286736 Win=3673 Len=1360,,,,,,,,,,,,,,,,,,,
17148,1278.457994,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286736 Ack=9812908 Win=260 Len=0 SLE=9815628 SRE=9816863,,,,,,,,,,,,,,,,,,,
17149,1278.501103,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9812908 Ack=286736 Win=3673 Len=1360,,,,,,,,,,,,,,,,,,,
17150,1278.501231,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=286736 Ack=9814268 Win=260 Len=0 SLE=9815628 SRE=9816863,,,,,,,,,,,,,,,,,,,
17151,1278.505983,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9814268 Ack=286736 Win=3673 Len=1360,,,,,,,,,,,,,,,,,,,
17152,1278.506088,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=286736 Ack=9816863 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17153,1278.542444,172.20.10.7,74.125.130.138,HTTP,369,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17154,1278.602945,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
17155,1278.604665,172.20.10.7,202.70.54.17,HTTP,496,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601832372&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17156,1278.651118,202.70.54.17,172.20.10.7,HTTP,1414,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
17157,1278.651253,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17152#1] 49478  >  80 [ACK] Seq=287178 Ack=9816863 Win=260 Len=0 SLE=9818223 SRE=9819583,,,,,,,,,,,,,,,,,,,
17158,1278.65506,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9816863 Ack=287178 Win=3678 Len=1360,,,,,,,,,,,,,,,,,,,
17159,1278.655203,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287178 Ack=9819583 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17160,1278.812252,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=204374 Ack=672865 Win=256 Len=0,,,,,,,,,,,,,,,,,,,
17163,1279.193712,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
17164,1279.395292,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287178 Ack=9820943 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17165,1279.442218,202.70.54.17,172.20.10.7,HTTP,1414,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
17166,1279.442342,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17164#1] 49478  >  80 [ACK] Seq=287178 Ack=9820943 Win=260 Len=0 SLE=9822303 SRE=9823663,,,,,,,,,,,,,,,,,,,
17167,1279.444959,202.70.54.17,172.20.10.7,TCP,1414,[TCP Out-Of-Order] 80  >  49478 [ACK] Seq=9820943 Ack=287178 Win=3678 Len=1360,,,,,,,,,,,,,,,,,,,
17168,1279.445087,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287178 Ack=9823663 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17169,1279.44798,202.70.54.17,172.20.10.7,HTTP,1414,Continuation,,,,,,,,,,,,,,,,,,,
17170,1279.479065,202.70.54.17,172.20.10.7,HTTP,348,[TCP Previous segment not captured] Continuation,,,,,,,,,,,,,,,,,,,
17171,1279.479186,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=287178 Ack=9825023 Win=260 Len=0 SLE=9827743 SRE=9828037,,,,,,,,,,,,,,,,,,,
17172,1279.59626,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9825023 Ack=287178 Win=3678 Len=1360,,,,,,,,,,,,,,,,,,,
17173,1279.596382,172.20.10.7,202.70.54.17,TCP,66,49478  >  80 [ACK] Seq=287178 Ack=9826383 Win=260 Len=0 SLE=9827743 SRE=9828037,,,,,,,,,,,,,,,,,,,
17174,1280.699796,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9826383 Ack=287178 Win=3678 Len=1360,,,,,,,,,,,,,,,,,,,
17175,1280.699953,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287178 Ack=9828037 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17176,1281.702787,172.20.10.7,74.125.130.138,HTTP,369,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17177,1281.800831,74.125.130.138,172.20.10.7,HTTP,1086,HTTP/1.1 302 Found  (text/html),,,,,,,,,,,,,,,,,,,
17178,1281.802391,172.20.10.7,202.70.54.17,HTTP,496,GET /edgedl/release2/chrome_component/IPe0DW--vyzNNx0NkxLNjw_32.0.0.433/AKz8Q2rhuXOOMWYXiBLhv-g?cms_redirect=yes&mh=87&mip=115.178.212.69&mm=28&mn=sn-nh5gu-jb3z&ms=nvh&mt=1601832434&mv=m&mvi=6&pl=24&shardbypass=yes HTTP/1.1 ,,,,,,,,,,,,,,,,,,,
17179,1281.851279,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9829397 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17180,1281.851416,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17175#1] 49478  >  80 [ACK] Seq=287620 Ack=9828037 Win=260 Len=0 SLE=9829397 SRE=9830757,,,,,,,,,,,,,,,,,,,
17181,1281.863224,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9830757 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17182,1281.863354,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17175#2] 49478  >  80 [ACK] Seq=287620 Ack=9828037 Win=260 Len=0 SLE=9829397 SRE=9832117,,,,,,,,,,,,,,,,,,,
17183,1281.865934,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9832117 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17184,1281.866053,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17175#3] 49478  >  80 [ACK] Seq=287620 Ack=9828037 Win=260 Len=0 SLE=9829397 SRE=9833477,,,,,,,,,,,,,,,,,,,
17185,1281.871923,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9833477 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17186,1281.872003,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17175#4] 49478  >  80 [ACK] Seq=287620 Ack=9828037 Win=260 Len=0 SLE=9829397 SRE=9834837,,,,,,,,,,,,,,,,,,,
17187,1281.897438,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9834837 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17188,1281.897562,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17175#5] 49478  >  80 [ACK] Seq=287620 Ack=9828037 Win=260 Len=0 SLE=9829397 SRE=9836197,,,,,,,,,,,,,,,,,,,
17189,1281.902262,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=9828037 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17190,1281.902418,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287620 Ack=9836197 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17191,1281.908423,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9836197 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17192,1281.937476,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9837557 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17193,1281.937599,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287620 Ack=9838917 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17194,1281.942077,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9840277 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17195,1281.942175,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17193#1] 49478  >  80 [ACK] Seq=287620 Ack=9838917 Win=260 Len=0 SLE=9840277 SRE=9841637,,,,,,,,,,,,,,,,,,,
17196,1281.961382,202.70.54.17,172.20.10.7,TCP,1414,[TCP Retransmission] 80  >  49478 [ACK] Seq=9838917 Ack=287620 Win=3682 Len=1360,,,,,,,,,,,,,,,,,,,
17197,1281.961528,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287620 Ack=9841637 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17198,1281.983353,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9841637 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17199,1281.985093,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9842997 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17200,1281.98517,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287620 Ack=9844357 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17201,1282.000377,172.20.10.7,74.125.130.138,TCP,54,49477  >  80 [ACK] Seq=204689 Ack=673897 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17202,1282.537648,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9844357 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17203,1282.73743,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287620 Ack=9845717 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
17204,1282.82565,202.70.54.17,172.20.10.7,TCP,1414,[TCP Previous segment not captured] 80  >  49478 [ACK] Seq=9847077 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17205,1282.825771,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17203#1] 49478  >  80 [ACK] Seq=287620 Ack=9845717 Win=260 Len=0 SLE=9847077 SRE=9848437,,,,,,,,,,,,,,,,,,,
17206,1282.830177,202.70.54.17,172.20.10.7,TCP,1414,80  >  49478 [ACK] Seq=9848437 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17207,1282.830295,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17203#2] 49478  >  80 [ACK] Seq=287620 Ack=9845717 Win=260 Len=0 SLE=9847077 SRE=9849797,,,,,,,,,,,,,,,,,,,
17208,1282.833139,202.70.54.17,172.20.10.7,TCP,777,"80  >  49478 [PSH, ACK] Seq=9849797 Ack=287620 Win=3682 Len=723 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,
17209,1282.833248,172.20.10.7,202.70.54.17,TCP,66,[TCP Dup ACK 17203#3] 49478  >  80 [ACK] Seq=287620 Ack=9845717 Win=260 Len=0 SLE=9847077 SRE=9850520,,,,,,,,,,,,,,,,,,,
17210,1282.836158,202.70.54.17,172.20.10.7,TCP,1414,[TCP Fast Retransmission] 80  >  49478 [ACK] Seq=9845717 Ack=287620 Win=3682 Len=1360 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
17211,1282.836282,172.20.10.7,202.70.54.17,TCP,54,49478  >  80 [ACK] Seq=287620 Ack=9850520 Win=260 Len=0,,,,,,,,,,,,,,,,,,,
